,project,algorithm,batch_size,update_method,factor,total_duration,testall_duration,time_saved,builds_made,builds_saved,testall_size
171,DSpace-DSpace.csv,BATCHBISECT,-1,linear,3,391187.0,1063649.0,63.22217197590559,577,63.388324873096444,1576
172,DSpace-DSpace.csv,BATCHBISECT,-1,linear,4,398967.0,1063649.0,62.49072767426097,576,63.45177664974619,1576
173,DSpace-DSpace.csv,BATCHSTOP4,-1,linear,1,388408.0,1063649.0,63.48344237619741,545,65.41878172588832,1576
174,DSpace-DSpace.csv,BATCHSTOP4,-1,linear,2,391603.0,1063649.0,63.183061329442324,548,65.2284263959391,1576
175,DSpace-DSpace.csv,BATCHSTOP4,-1,linear,3,394174.0,1063649.0,62.94134625238213,561,64.40355329949239,1576
176,DSpace-DSpace.csv,BATCHSTOP4,-1,linear,4,402191.0,1063649.0,62.1876201641707,556,64.72081218274111,1576
177,DSpace-DSpace.csv,BATCHDIVIDE4,-1,exponential,2,662959.0,1063649.0,37.67126185423951,655,58.43908629441624,1576
178,DSpace-DSpace.csv,BATCHDIVIDE4,-1,exponential,3,612059.0,1063649.0,42.456675087364346,664,57.868020304568525,1576
179,DSpace-DSpace.csv,BATCHBISECT,-1,exponential,2,405735.0,1063649.0,61.854427541416385,583,63.00761421319797,1576
180,DSpace-DSpace.csv,BATCHBISECT,-1,exponential,3,409151.0,1063649.0,61.53326896372769,598,62.055837563451774,1576
181,DSpace-DSpace.csv,BATCHSTOP4,-1,exponential,2,402009.0,1063649.0,62.204731071998374,556,64.72081218274111,1576
182,DSpace-DSpace.csv,BATCHSTOP4,-1,exponential,3,391772.0,1063649.0,63.167172629316624,563,64.2766497461929,1576
183,DSpace-DSpace.csv,BATCHDIVIDE4,-1,stagger,2,660387.0,1063649.0,37.91307094727678,660,58.121827411167516,1576
184,DSpace-DSpace.csv,BATCHDIVIDE4,-1,stagger,3,673691.0,1063649.0,36.66228238826906,667,57.67766497461929,1576
185,DSpace-DSpace.csv,BATCHBISECT,-1,stagger,2,388161.0,1063649.0,63.506664322534974,586,62.81725888324873,1576
186,DSpace-DSpace.csv,BATCHBISECT,-1,stagger,3,427248.0,1063649.0,59.83186182659881,571,63.76903553299493,1576
187,DSpace-DSpace.csv,BATCHSTOP4,-1,stagger,2,404712.0,1063649.0,61.95060588596426,552,64.9746192893401,1576
188,DSpace-DSpace.csv,BATCHSTOP4,-1,stagger,3,385647.0,1063649.0,63.743020488901884,544,65.48223350253807,1576
189,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_linear,-1,612625.0,1063649.0,42.40346204433982,621,60.59644670050761,1576
190,DSpace-DSpace.csv,BATCHBISECT,-1,random_linear,-1,413769.0,1063649.0,61.09910318159468,594,62.30964467005076,1576
191,DSpace-DSpace.csv,BATCHSTOP4,-1,random_linear,-1,404057.0,1063649.0,62.01218635094848,550,65.1015228426396,1576
192,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_exponential,-1,538482.0,1063649.0,49.374088632622225,571,63.76903553299493,1576
193,DSpace-DSpace.csv,BATCHBISECT,-1,random_exponential,-1,416152.0,1063649.0,60.87506310822461,595,62.246192893401016,1576
194,DSpace-DSpace.csv,BATCHSTOP4,-1,random_exponential,-1,412653.0,1063649.0,61.20402501201054,565,64.1497461928934,1576
195,DSpace-DSpace.csv,BATCHDIVIDE4,-1,random_random,-1,661826.0,1063649.0,37.77778195626565,663,57.931472081218274,1576
196,DSpace-DSpace.csv,BATCHBISECT,-1,random_random,-1,402636.0,1063649.0,62.14578305437226,565,64.1497461928934,1576
197,DSpace-DSpace.csv,BATCHSTOP4,-1,random_random,-1,383940.0,1063649.0,63.90350576176915,541,65.6725888324873,1576
198,apache-nifi.csv,BATCHDIVIDE4,-1,linear,1,2653859.0,4088637.0,35.09184111966897,945,25.649095200629432,1271
199,apache-nifi.csv,BATCHDIVIDE4,-1,linear,2,2801045.0,4088637.0,31.49196174666521,948,25.41306058221872,1271
200,apache-nifi.csv,BATCHDIVIDE4,-1,linear,3,2968884.0,4088637.0,27.386950712425687,997,21.557828481510626,1271
201,apache-nifi.csv,BATCHDIVIDE4,-1,linear,4,3051816.0,4088637.0,25.35859749838393,954,24.94099134539732,1271
202,apache-nifi.csv,BATCHBISECT,-1,linear,1,2926628.0,4088637.0,28.420449161908962,971,23.60346184107003,1271
203,apache-nifi.csv,BATCHBISECT,-1,linear,2,2949088.0,4088637.0,27.87112184329399,992,21.951219512195124,1271
204,apache-nifi.csv,BATCHBISECT,-1,linear,3,2964887.0,4088637.0,27.484709452074128,995,21.715184893784425,1271
205,apache-nifi.csv,BATCHBISECT,-1,linear,4,2991630.0,4088637.0,26.830628397678737,1012,20.377655389457118,1271
206,apache-nifi.csv,BATCHSTOP4,-1,linear,1,2517467.0,4088637.0,38.427720533762226,947,25.49173878835562,1271
207,apache-nifi.csv,BATCHSTOP4,-1,linear,2,2526553.0,4088637.0,38.20549488741602,940,26.04248623131393,1271
208,apache-nifi.csv,BATCHSTOP4,-1,linear,3,2711108.0,4088637.0,33.69164344988317,998,21.479150275373726,1271
209,apache-nifi.csv,BATCHSTOP4,-1,linear,4,2662564.0,4088637.0,34.878933982155914,968,23.839496459480728,1271
210,apache-nifi.csv,BATCHDIVIDE4,-1,exponential,2,2918031.0,4088637.0,28.630714832351217,934,26.514555468135327,1271
211,apache-nifi.csv,BATCHDIVIDE4,-1,exponential,3,3002029.0,4088637.0,26.576289359999436,991,22.029897718332023,1271
212,apache-nifi.csv,BATCHBISECT,-1,exponential,2,3017668.0,4088637.0,26.193790253328928,1008,20.692368214004716,1271
